时间,标题,描述,链接,转发内容,发布人,attitude,images,reposts_count,comments_count,sort,industry,related_words,site_name,area
2021-03-30 16:50:00,2021.3.30招聘信息,推荐企业：壹米滴答招聘岗位：物流文员岗位要求：大专及以上学历；熟练使用办公软件；认同企业文化及发展方向，愿意从基层做起；有较强的抗压能力、沟通能力佳、有上进心。,http://mp.weixin.qq.com/s?src=11&timestamp=1617096168&ver=2978&signature=oqmRHImuhPDGU-ocXmcT9kVXeXybzR1pPLntrMUT-EZnYo3zrfDwjsd*SwTT0Z5pzG2nF**nP37jZ4H5wtmbW5x5XQ2S2ojvRVL21oxWfdfYFRv*GiewfGNTs3tcJXHp&new=1,,,非敏感,,,,,其他,壹米,微信,广东
2021-03-30 16:50:00,护航！新疆棉花,快运、苏宁物流、申通快递、安能物流、极兔速递、中集集团监制：甘应鑫剪辑：许湘湘图片：张情排版：俞强强视频：宣传片项目组戳一戳分享+在看，让更多人看见,https://view.inews.qq.com/a/20210330A08VA100,,,非敏感,,,,,其他,安能物流,腾讯新闻企鹅号,广东
2021-03-30 16:50:00,护航！新疆棉花,快运、苏宁物流、申通快递、安能物流、极兔速递、中集集团监制：甘应鑫剪辑：许湘湘图片：张情排版：俞强强视频：宣传片项目组戳一戳分享+在看，让更多人看见,https://new.qq.com/rain/a/20210330A08VA100,,,非敏感,,,,,其他,安能物流,腾讯新闻企鹅号,广东
2021-03-30 16:50:00,护航！新疆棉花,顺丰速运、京东物流、德邦快运、苏宁物流、申通快递、安能物流、极兔速递、中集集团监制：甘应鑫剪辑：许湘湘图片：张情排版：俞强强视频：宣传片项目组 戳一戳分享+在看，让更多人看见,http://mp.weixin.qq.com/s?__biz=MzI1NzIzMjQzOQ==&mid=2247492973&idx=1&sn=1ecf0dec3acdac2c79a50a8d50f391e1&scene=0,,,非敏感,,,,,其他,安能物流,微信,四川
2021-03-30 16:50:00,马,,http://weibo.com/5261879702/K8B2WuYvb,@icebabes #黄美丽团团购# 今晚八点团｜途帮&布雷德行李箱🦋店名：NANA品质箱包店🦋𝐭𝐮𝐚𝐧价及跟团方式：途帮团价20寸248元 /24寸278元 /28寸319元，布雷德铝合框团价20寸278元 / 24寸298 元  /26寸328元，大家拍下滴滴客服💁改价即可！团价为最低价格！不可叠加使用满减优惠‼️低于团价不发货‼️🦋福利：🎁评➕转揪五位送旅行收纳六件套🦋发货时间：现货拍下48小时发货❗️❗️❗️请花三分钟时间看完解说... [ 查看更多 ][ 隐藏更多 ],不样你看,非敏感,"http://wx3.sinaimg.cn/bmiddle/6aeec59egy1goxjlza0gaj20n06xm7wh.jpg,http://wx3.sinaimg.cn/bmiddle/6aeec59egy1goxjug8w3hj20mmcmsb2q.jpg,http://wx3.sinaimg.cn/bmiddle/6aeec59egy1goxl2zs3x9j20n05yk4o3.jpg,http://wx3.sinaimg.cn/bmiddle/6aeec59egy1goxj28zhz4j20n03u04qp.jpg,http://wx2.sinaimg.cn/bmiddle/6aeec59egy1goxkkh9vo7j20m80m8dkc.jpg,http://wx2.sinaimg.cn/bmiddle/6aeec59egy1goxjuhf2zzj20n03x6apr.jpg,http://wx4.sinaimg.cn/bmiddle/6aeec59egy1goxj27xr7sj20n03fm167.jpg,http://wx4.sinaimg.cn/bmiddle/6aeec59egy1goxjrlcvecj20n08k9kjl.jpg,http://wx4.sinaimg.cn/bmiddle/6aeec59egy1goxkkgj788j20n01mi149.jpg",0,0,转发,其他,优速,新浪微博,河南
2021-03-30 16:48:00,不锈钢手捧草莓雕塑,综合价格和安全使用德邦物流。8米的不锈钢草莓水果景观雕塑安装时，我成会派人安装，安装时吊车及费用，由顾主负责。安装费在1000元左右。 一般使用要重新制作包装。不锈钢草莓水果景观雕塑属于不锈钢雕塑的一类我们推荐您选用安能物流进行运输。8米的不锈钢草莓水果景观雕塑非常好安装只需要依照我厂给的安装文档，自己就可以安装。,http://www.nntv.cn/inews/dabafjg-1-2536814.html,,,非敏感,,,,,其他,安能物流,老友网,广西
2021-03-30 16:46:00,转发微博,,http://weibo.com/7444332411/K8B1GwAth,@江苏建筑职业技术学院 #教育优速递#【#央视批校外培训乱象#：教培机构贩卖焦虑“绑架”家长，#学龄前儿童卷进升学焦虑#】近年来，校外培训班快速扩张，生源从中学生、小学生直到学龄前儿童，其中，学科类培训班尤为火爆。家长们潮水般涌向校外培训，投入大量资金和精力，为的就是一张张漂亮的简历，去博取一个优质校的“敲门砖”。一些家长告诉记者，有校外培训机构工作人员经常会“介绍别人家的孩子”、传授“升学经”、暗示学生只要参加他们的多种“选拔”，就有可能被名校选中。这种话语最能挑动家长的神经。在这样的推波助澜下，很多家长都深陷其中。（via.@央视财经 ）http://t.cn/A6czrOFm,用户7444332411,敏感,,0,0,转发,政务,优速,新浪微博,江苏
2021-03-30 16:46:00,3月31日太原兼职招聘信息汇总,兼职：快递分拣 榆次百世快运下午5点—凌晨3点，中间吃饭休息一个小时10小时150元下班秒结不接不送，不管饭别问累不累，简单易干电话：18306813143（任） 0 6,http://mp.weixin.qq.com/s?src=11&timestamp=1617094347&ver=2977&signature=JxYP7b2WHcBN*pa-PfJP9qwMN-EWp-q4Z*9xF3zDDLNBwj5E4AduK349Ub1Agr6KKST*2tpqCi6aoL34Ef83wucaqtlu1Lnj14ZaRmXwRfpMS02IHv4pLSlfqLaPnQI5&new=1,,,非敏感,,,,,其他,百世快运,微信,山西
2021-03-30 16:45:00,0330 | 招聘/求职,时间自己安排，电微：18567095719有效期0424 有效期0331顺心捷达快运-博爱公司因业务需要招聘:客服10名（询价、打单、跟单）熟练电脑操作、认真细致，有物流经验的优先，电话: 1856706 8444有效期0425博爱建业春天里聘1、置业顾问，大专以上学历，形象好气质佳，良好的语言沟通能力2、礼兵，,http://mp.weixin.qq.com/s?src=11&timestamp=1617096262&ver=2978&signature=F7aoB9ucrEhbQXzlQ8msPfLtwI1ngMrOIGqyCVcVB-QYRco1Nz0glP3DB1WHWBp-O40fZWQHV5MYfqT10gkgm4MXqZtr6t90-Y5Y8ttseB0*MP1Yxtgx*yDQHccQD-I4&new=1,,,非敏感,,,,,其他,顺心捷达,微信,河南
2021-03-30 16:43:00,转发微博,,http://weibo.com/7349676088/K8B0e6qIC,@影视探长 #安能物流#自新冠疫情爆发以来已过了一年多，从最初的一方难八方援，到如今的勤消毒严防范，安能物流一直站在防疫抗疫第一线，虔诚守候着能摘下口罩的那一天。 http://t.cn/A6ts3x7z,努力向钱看8,非敏感,,0,0,转发,其他,安能物流,新浪微博,陕西
2021-03-30 16:42:00,喷泉雕刻零售价,喷泉加工好后，为了安全我们一般会用有进行包装。我们推荐您选用安能物流进行运输。1米以下的喷泉不容易安装，安装时吊车及费用，由顾主负责。安装费也是甲方负责。 喷泉属于铜雕的一种，我们常常小区看见这个雕塑。在小区摆放喷泉具有美好等意义。在定制喷泉之前，先明确终设计图。客户好选用这个图纸。灵鑫雕塑公司会依据图纸给出合理的报价。,http://cn.jiankangad.com/news/NTQyM-44-36981026.html,,,非敏感,,,,,其他,安能物流,建科商务网机械及行业设备,北京
2021-03-30 16:42:00,转发微博,,http://weibo.com/7349676088/K8AZZ4tNz,@娱乐星剧透 会议上安能物流全员展开头脑风暴，共同商讨安能战略及战术规划，在品牌深耕、提高市占的道路上砥砺前行，力求为客户提供更多更好的服务，助力安能更快更强的发展。#安能物流# http://t.cn/A6tsBR5z,努力向钱看8,非敏感,,0,0,转发,其他,安能物流,新浪微博,陕西
2021-03-30 16:42:00,不错，希望继续提供更好的服务,,http://weibo.com/7332775472/K8AZItdGl,@影音娱乐 二月二，龙抬头，安能物流给你剪个头。今年二月二安能物流公司给全国万名一线操作工、司机免费理发了，这可能就是别人家的公司了吧？#安能物流# http://t.cn/A6ts3qIq,閻妍蓉,非敏感,,0,0,转发,其他,安能物流,新浪微博,北京
2021-03-30 16:41:00,3月30日丨大厂人才网增招聘信息汇总！月薪4K-1.5W好工作都在这↓,周一至周五每天工作八小时以外算加班，加班每小时1.5倍，周六全天1.5倍，周日全天2倍=月综合薪资4500～6000元/月 【工资发放】每月10号准时打本人工商银行卡 【其他福利】免费体检，包吃包住，免费班车接送 【工作地址】河北三河市精工园园区内 联系人：付姐 联系电话：识别二维码进入服务号投简历-查看电话 【招聘信息】百世快运招聘企业,http://mp.weixin.qq.com/s?__biz=MzU1NzI1MzkzMw==&mid=2247535404&idx=7&sn=86ffb2fbfb14d89fe1c68d9d7c712895&scene=0,,,非敏感,,,,,其他,百世快运,微信,广东
2021-03-30 16:41:00,给力，看得我喜不胜收,,http://weibo.com/5413958070/K7Qn73UuT,影音娱乐：二月二，龙抬头，安能物流给你剪个头。今年二月二安能物流公司给全国万名一线操作工、司机免费理发了，这可能就是别人家的公司了吧？#安能物流# http://t.cn/A6ts3qIq,,非敏感,,,,评论,,安能物流,新浪微博,
2021-03-30 16:41:00,给力，看得我喜不胜收,,http://weibo.com/5413958070/K7Qn73UuT,影音娱乐：二月二，龙抬头，安能物流给你剪个头。今年二月二安能物流公司给全国万名一线操作工、司机免费理发了，这可能就是别人家的公司了吧？#安能物流# http://t.cn/A6ts3qIq,,非敏感,,,,评论,,安能物流,新浪微博,
2021-03-30 16:41:00,给力，看得我喜不胜收,,http://weibo.com/5991689883/K8AZxiT03,@影音娱乐 二月二，龙抬头，安能物流给你剪个头。今年二月二安能物流公司给全国万名一线操作工、司机免费理发了，这可能就是别人家的公司了吧？#安能物流# http://t.cn/A6ts3qIq,西风烈plus,非敏感,,0,0,转发,其他,安能物流,新浪微博,陕西
2021-03-30 16:41:00,真的很不错哦，大爱~~~,,http://weibo.com/1659926414/K8AZr3lW0,@影音娱乐 二月二，龙抬头，安能物流给你剪个头。今年二月二安能物流公司给全国万名一线操作工、司机免费理发了，这可能就是别人家的公司了吧？#安能物流# http://t.cn/A6ts3qIq,情感时尚oo,非敏感,,0,0,转发,其他,安能物流,新浪微博,陕西
2021-03-30 16:41:00,真的很不错哦，大爱~~~,,http://weibo.com/5413958070/K7Qn73UuT,影音娱乐：二月二，龙抬头，安能物流给你剪个头。今年二月二安能物流公司给全国万名一线操作工、司机免费理发了，这可能就是别人家的公司了吧？#安能物流# http://t.cn/A6ts3qIq,,非敏感,,,,评论,,安能物流,新浪微博,
2021-03-30 16:41:00,果断留名,,http://weibo.com/7349676088/K8AZkzhIf,@影音娱乐 二月二，龙抬头，安能物流给你剪个头。今年二月二安能物流公司给全国万名一线操作工、司机免费理发了，这可能就是别人家的公司了吧？#安能物流# http://t.cn/A6ts3qIq,努力向钱看8,非敏感,,0,0,转发,其他,安能物流,新浪微博,陕西
2021-03-30 16:39:00,玻璃钢恐龙蛋雕塑,接下来就是正式开始不锈钢恐龙景观雕塑制作流程。制作时间少要30天以上。雕塑加工好后，在发货前，采用有包装，确保雕塑安全运到您的手中。不锈钢恐龙景观雕塑是一种常见的雕塑我们推荐您选用安能物流进行运输。10米及以上的不锈钢恐龙景观雕塑由专业人员安装，安装时吊车及费用，由甲方承担。安装费一般两千元。,http://www.nntv.cn/inews/YTkbNjU-1-2536752.shtml,,,非敏感,,,,,其他,安能物流,老友网,广西
2021-03-30 16:37:00,铸铜抽象小鹿雕塑新报价,在快捷酒店安置这种雕塑具有装饰等意义。在定制镂空不锈钢鹿之前，先说定的雕塑方案。假如甲方说要进一步深化图纸，我们会可以免费推荐雕塑设计师。会依据终图纸计算出合适的价格。例如高2米以下的镂空不锈钢鹿，价格是5000以下。按照确定好的图纸，首先选择无破损的石料。镂空不锈钢鹿加工好后，为了安全我们一般使用要维修进行包装。我们推荐您选用安能物流进行运输。,http://www.nntv.cn/inews/wap/nnxw/1/2536746.shtml,,,非敏感,,,,,其他,安能物流,老友网,广西
2021-03-30 16:37:00,60家采购商奔赴广东徐闻，徐闻菠萝袭来一股热浪,"全面推进徐闻菠萝区域公共品牌建设,助力实现一揽子目标。 随后徐闻县诺香园农产品专业合作社梁凯娜上台为大家做徐闻菠萝推介。最后徐闻电商协会会长梁恩荣上台做了精彩演讲。采购商代表广州壹米鲜科技有限公司总经理王兴贵也上台做了精彩演讲,他告诉大家他今天收获满满,深入了解了徐闻菠萝市场和生产基地的情况,和徐闻菠萝种植户、加工企业近距离面对面的沟通交流,",http://www.gdwdaily.com/202103/202103303454.html,,,非敏感,,,,,其他,壹米,广东快报网,上海
2021-03-30 16:35:00,不锈钢足球雕塑厂,然后就是正式开始足球制作流程。制作时间多不超过一个月左右。为了确保足球完整到达客户那里，采用有半成品包装。我们推荐您选用安能物流进行运输。5米的足球由专业人员安装，安装时吊车及费用，由客户负责。安装费在1000元左右。 足球因为比较美观，因此很受顾客喜爱。足球属于不锈钢雕塑的一种。在定制足球以前，要时间说定的设计图。如果雇主说要再次设计石雕图纸，我们厂会帮忙引荐设计工作室。,http://cn.jiankangad.com/news/MDRiM-45-14937238.html,,,非敏感,,,,,其他,安能物流,建科商务网机械及行业设备,北京
2021-03-30 16:35:00,【交流】有用过安能物流的姐妹吗,【交流】有用过安能物流的姐妹吗 想跨省搬家寄行李，对比了一下顺丰京东安能，估价好像安能最低 有用过的姐妹能说说估价和最后差得多吗，这个物流怎么样呀 先谢谢姐妹们,https://www.douban.com/group/topic/218264461/,,,非敏感,,,,,其他,安能物流,豆瓣,北京
2021-03-30 16:33:00,60家采购商奔赴广东徐闻，徐闻菠萝袭来一股热浪,"全面推进徐闻菠萝区域公共品牌建设,助力实现一揽子目标。 随后徐闻县诺香园农产品专业合作社梁凯娜上台为大家做徐闻菠萝推介。最后徐闻电商协会会长梁恩荣上台做了精彩演讲。采购商代表广州壹米鲜科技有限公司总经理王兴贵也上台做了精彩演讲,他告诉大家他今天收获满满,深入了解了徐闻菠萝市场和生产基地的情况,",https://c.m.163.com/news/a/G6BOL04F0538898C.html,,,非敏感,,,,,其他,壹米,网易号,广东
