时间,标题,描述,链接,转发内容,发布人,attitude,images,reposts_count,comments_count,sort,industry,related_words,site_name,area
2021/3/18 23:16,海豚不锈钢雕塑定制厂家,认为：每件不锈钢海豚抽象雕塑都具有特别的意义。在制作不锈钢海豚抽象雕塑之前，首先要敲定的雕塑图片。顾主可能选取这份石雕图纸。不锈钢海豚抽象雕塑是一种常见的雕塑我们厂会按照终图纸计算出合适的价格。例如高2米以下的不锈钢海豚抽象雕塑综合价格和安全我厂安能物流。2米以下的不锈钢海豚抽象雕塑非常好安装只需要依照我们发给您的安装视频，可以自己安装。价格是5000以下。,http://www.nntv.cn/inews/jdibeef-1-2453463.shtml,,,非敏感,,,,,其他,安能物流,老友网,广西
2021/3/18 23:16,座椅景观铜雕定制价格,若是客户要求进一步深化设计图，厂免费推荐雕塑设计师。我们厂会依据图纸给出报价。例如高1.8米的铜雕座椅，价格大概为5万左右。然后就是正式开始铜雕座椅制作流程。全部完工差不多要一个月左右。雕塑制作完成后，在发货以前，采用要维修包装，确保雕塑安全运到您的手中。综合价格和安全我公司使用安能物流。,http://www.nntv.cn/inews/wap/nnxw/44/28443779.shtml,,,非敏感,,,,,其他,安能物流,老友网,广西
2021/3/18 23:15,正规滑板车国际海运服务,关于“电动车怎么托运*便宜，2019安能物流托运收费标准”以上内容已经给大家详细介绍清楚了，希望可以给大家帮助!在国际快递的运输当中，带电产品属于敏感类物品，由于电池可燃，而且容易泄漏，所以大部分的航空公司都把带电产品列为危险品禁止空运。但是在国际运输当中，就无法邮寄带电产品了吗？,http://www.kbcmw.com/kbnews/item/xinxi-503290411.html,,,非敏感,,,,,旅游,安能物流,康巴传媒网,四川
2021/3/18 23:14,丽江品牌童装店批发货源,米拉壹米粒金果果武林宾团田果果乐果果大头儿子小头爸爸小猪佩奇彩色笔韩尚糖糖安黎小镇早安花园森么洛小米幼米咪欧家芭巴芭瑞德牌等等，汽油味及其他有毒的气味，得使用可分解的有毒芳香胺染料，可致癌的染料和可能引起过敏感染的染料，服中的甲醛，可提取的重金属含量，浸出液PH值。应有霉味应有经过有氧漂白处理和防霉防燃整理色牢度及杀虫剂的残留量都应符合直接接触皮肤的环保标准。上万个款式，每件衣服都保留原厂的领标,http://www.nntv.cn/inews/dciefab-bzscefdefh.html,,,非敏感,,,,,其他,壹米,老友网,广西
2021/3/18 23:14,快递江湖最大黑马杀入，日单两千万，成京东顺丰最大威胁,如果说刚开始的极兔只能达到三流水平，但有了拼多多的极兔，则确实有冲击成为国内快递前三的底气。在快递界的四大势力之外，天天、百世、全峰，包括优速等无资本无背景无流量的“二流快递企业”，估计难逃出局的命运。,http://mp.weixin.qq.com/s?__biz=Mzg3MzAwMTI0OA==&mid=2247519838&idx=3&sn=19eeb8dc6e12486283719fa3dc5f0af2&scene=0,,,中性,,,,,其他,优速,微信,广东
2021/3/18 23:14,仿铜花盆广场景观园林庭院摆件,综合价格和安全使用安能物流。不锈钢花盆景观雕塑属于不锈钢雕塑的一种6米的不锈钢花盆景观雕塑安装时，我成会派人安装，安装时吊车及费用，由需方负责。安装费也是甲方负责。 装饰性园林雕塑和主题性园林雕塑等。实用性园林雕塑主要指在园林中有实际应用效果的雕塑类别，包括风水球，长廊，凉亭，石桌椅，花盆，喷泉等等。,http://www.nntv.cn/inews/2021/nnxw_1/2453450.html,,,非敏感,,,,,其他,安能物流,老友网,广西
2021/3/18 23:13,几何鹿雕塑关键词,综合价格和安全安能物流。10米及以上的不锈钢几何鹿不容易安装，安装时吊车及费用，由雇主承担。安装费免费。 中雅雕塑园林雕塑工程有限公司产品适用于广场、公园、小区、楼盘、校园、庭院、风景区、酒店景观、楼盘景观、园林景观、企业标志等景观雕塑工程。拥有业务中心、制作加工基地多位一体的立体格局。“诚信 勤奋 追求 进步”是树林工艺的企业理念。,http://www.nntv.cn/inews/wap/nnxw/1/2453449.shtml,,,非敏感,,,,,其他,安能物流,老友网,广西
2021/3/18 23:10,2020年建筑承包合同书最新3篇,一、承包面积：甲方将座落在府城镇高登里二横128号对面三层混凝土框架房屋，筑墙、内外筑水泥砂浆给乙方承包，一层建筑面积为110平方米，二层建筑面积为130平方米，三层为130平方米。二、承包价格：经双方同意以建筑面积每平方米90元施工，包括屋顶筑墙壹米高，内外筑水泥砂浆，包住水泥柱壹米。,http://www.xspic.com/fwn/chengbaohetong/3304518.htm,,,非敏感,,,,,其他,壹米,象山新奇广告材料经营部,浙江
2021/3/18 23:10,[梧桐湖新区吧]梧桐湖有放快递的地方吗,[梧桐湖新区吧]梧桐湖有放快递的地方吗 大陇村有菜鸟，就是凤凰苑那个华莱士对面。圆通百世优速速尔等都在那，韵达和中通和顺丰在旁边，也就100米左右 收货地址写的梧桐湖新区，这边去哪拿快递，不会去其他地方拿快递吧,https://tieba.baidu.com/p/7266220310?pid=138385827993#138385827993,收货地址写的梧桐湖新区，这边去哪拿快递，不会去其他地方拿快递吧,,非敏感,,,,转发,其他,优速,百度贴吧,北京
2021/3/18 23:09,招工.求职.各种信息，河北便民信息20210318期,18265588878微信同号百世快运聘 客服数名，工作简单，早上8点30上班，午晚上7点下班，有工作经验者优先，地址东方明珠南行300米路西。,http://mp.weixin.qq.com/s?src=11&timestamp=1616080565&ver=2954&signature=RbTe7sX0Lmuzo52hjD49qpXDTC2w*62pL2W4BDzkAPuOj9kU8WilRrCEoov8-ZjQ56Z*AXf0OrjYetij0r*taX9jHEYFQgIjZsrfmiT2bFxNXnJ3VtZdg4WGlVorQcNI&new=1,,,非敏感,,,,,政务,百世快运,微信,广东
2021/3/18 23:09,控告百世快递 关注@正义援助66866 置顶，请有关部门严惩百世快递大连开发区七部恶意拖欠艰难抚养两个弱小女儿的单亲妈妈8个月8万多活命钱！@正义网 @中国妇女报 @物流时代杂志 @百世快运@快递杂志@百世快递 @中国邮政快递报 @大连晚报 @新闻大连 @百世官微 @国家邮政局 @快递杂志 @央视网快看,,http://weibo.com/7560037357/K6OoThBAQ,@国家邮政局 #快递春节大作战# 【#追时间的人#】“我的付出是为了家人过的更殷实”！这首歌献给所有快递小哥。又逢新春，快递员们接受春节不打烊的任务坚守在一线。大年初一，当人们都在准备过节的时候，他们人在派件。不能家人团聚的他们，却有了新的过年方式……工作的艰辛、生活的困难都不能将他们打败，因为理解所以温暖，因为留守是为了更好的团聚。#春节168小时# http://t.cn/A6tyCBa7,恒星大法台,敏感,,0,0,转发,司法,百世快运,新浪微博,北京
2021/3/18 23:08,控告百世快递！！ 关注@正义援助66866 置顶，请有关部门严惩百世快递大连开发区七部恶意拖欠艰难抚养两个弱小女儿的单亲妈妈8个月8万多活命钱！@正义网 @中国妇女报 @物流时代杂志 @百世快运@快递杂志@百世快递 @中国邮政快递报 @大连晚报 @新闻大连 @百世官微 @国家邮政局 @快递杂志 @央视网快看,,http://weibo.com/7560037357/K6OoKF5em,@国家邮政局 #快递春节大作战# 【#追时间的人#】“我的付出是为了家人过的更殷实”！这首歌献给所有快递小哥。又逢新春，快递员们接受春节不打烊的任务坚守在一线。大年初一，当人们都在准备过节的时候，他们人在派件。不能家人团聚的他们，却有了新的过年方式……工作的艰辛、生活的困难都不能将他们打败，因为理解所以温暖，因为留守是为了更好的团聚。#春节168小时# http://t.cn/A6tyCBa7,恒星大法台,敏感,,1,0,转发,司法,百世快运,新浪微博,北京
2021/3/18 23:08,控告百世快递 关注@正义援助66866 置顶，请有关部门严惩百世快递大连开发区七部恶意拖欠艰难抚养两个弱小女儿的单亲妈妈8个月8万多活命钱！@正义网 @中国妇女报 @物流时代杂志 @百世快运@快递杂志@百世快递 @中国邮政快递报 @大连晚报 @新闻大连 @百世官微 @国家邮政局 @快递杂志 @央视网快看,,http://weibo.com/7560037357/K6OoxqGAV,@人民日报 【樱花见证！#比大拇哥的援鄂医护回武汉赏樱#】2020年春天，安徽援鄂医疗队队员周国红奔赴武汉，用生命守护生命；2021年的春天，她再次来到武汉，参加武汉大学举办的援鄂抗疫医护人员赏樱专场。又是一天春来到，#她的笑容连接了两个春天#。,恒星大法台,敏感,http://wx1.sinaimg.cn/thumbnail/0033ImPzly1gokuyh7pp2j60oz10znfe02.jpg,0,0,转发,政务 司法,百世快运,新浪微博,北京
2021/3/18 23:08,控告百世快递！ 关注@正义援助66866 置顶，请有关部门严惩百世快递大连开发区七部恶意拖欠艰难抚养两个弱小女儿的单亲妈妈8个月8万多活命钱！@正义网 @中国妇女报 @物流时代杂志 @百世快运@快递杂志@百世快递 @中国邮政快递报 @大连晚报 @新闻大连 @百世官微 @国家邮政局 @快递杂志 @央视网快看,,http://weibo.com/7560037357/K6OoruWSL,@人民日报 【樱花见证！#比大拇哥的援鄂医护回武汉赏樱#】2020年春天，安徽援鄂医疗队队员周国红奔赴武汉，用生命守护生命；2021年的春天，她再次来到武汉，参加武汉大学举办的援鄂抗疫医护人员赏樱专场。又是一天春来到，#她的笑容连接了两个春天#。,恒星大法台,敏感,http://wx1.sinaimg.cn/thumbnail/0033ImPzly1gokuyh7pp2j60oz10znfe02.jpg,0,0,转发,政务 司法,百世快运,新浪微博,北京
2021/3/18 23:07,58就是坑,,https://www.toutiao.com/i1694558648136716/,破衣乞丐：这两天在58同城上找工作，看见一知名物流企业（安能物流）招聘搬运工的招聘信息；便投了简历，招聘人员一再热情邀约过去面谈；今天应邀前往几十公里外该公司的物流分拣中心进行面谈了解相关具体待遇； 骑了两个多小时的车到达后，该名联系人提示我先（里面立的一张招聘广告）扫码，然后要求我先在手机上填,,非敏感,,,,评论,,安能物流,今日头条,
2021/3/18 23:07,控告百世快递 关注@正义援助66866 置顶，请有关部门严惩百世快递大连开发区七部恶意拖欠艰难抚养两个弱小女儿的单亲妈妈8个月8万多活命钱！@正义网 @中国妇女报 @物流时代杂志 @百世快运@快递杂志@百世快递 @中国邮政快递报 @大连晚报 @新闻大连 @百世官微 @国家邮政局 @快递杂志 @央视网快看,,http://weibo.com/7560037357/K6OojwdZN,@微博交通 [2021]就地过年 快递不打烊微博联合@国家邮政局 共同发起#快递春节大作战#活动6家快递机构参与 多次强势登陆微博热搜榜！更多亮点，戳图了解~关注@微博交通 转发微博，更有机会获得@中通快递 @顺丰集团 @圆通速递 @百世快递 提供的周边礼品~（3月5日开奖，共10份） http://t.cn/A6tXRCbF,恒星大法台,敏感,http://wx1.sinaimg.cn/thumbnail/006w2Sjtly1go12b6332rj30ku672x6r.jpg,0,0,转发,司法 政务,百世快运,新浪微博,北京
2021/3/18 23:07,控告百世快递！ 关注@正义援助66866 置顶，请有关部门严惩百世快递大连开发区七部恶意拖欠艰难抚养两个弱小女儿的单亲妈妈8个月8万多活命钱！@正义网 @中国妇女报 @物流时代杂志 @百世快运@快递杂志@百世快递 @中国邮政快递报 @大连晚报 @新闻大连 @百世官微 @国家邮政局 @快递杂志 @央视网快看,,http://weibo.com/7560037357/K6Oo47aFM,@百世快运#曹操旧衣回收计划#第二季火热进行中！和@百世快运@曹操出行一起，将旧衣捐给流浪基地的小动物，让他们温暖过冬。参与请点击>>http://t.cn/A6q14fYE 。在此，快运呼吁大家科学养宠，以领养代替购买，不离不弃。转发本条微博，并@ 一位好友，1月20日抽一位温暖大使，送100元曹操充值卡。快转发起来吧，给自己一次好运的机会，给毛孩子们一个温暖的冬天。@重庆浙商爱心基金会 @重庆小动物保护协会 @杭州流浪动物救助基地 @微博抽奖平台 http://t.cn/A65L4oRd,恒星大法台,敏感,"http://wx3.sinaimg.cn/bmiddle/0066JrSlly1gme3i6i640j30u01hc4g8.jpg,http://wx4.sinaimg.cn/bmiddle/0066JrSlly1gme3i6h4iij30u01hcwua.jpg,http://wx3.sinaimg.cn/bmiddle/0066JrSlly1gme3i6f7jrj30u01hc17i.jpg,http://wx4.sinaimg.cn/bmiddle/0066JrSlly1gme3i6foyqj30u01hcasl.jpg,http://wx3.sinaimg.cn/bmiddle/0066JrSlly1gme3i97kecj30mi0u04ae.jpg,http://wx3.sinaimg.cn/bmiddle/0066JrSlly1gme3ictp4kj30u01hcto3.jpg,http://wx1.sinaimg.cn/bmiddle/0066JrSlly1gme3icu1yhj30u01hcdw7.jpg,http://wx1.sinaimg.cn/bmiddle/0066JrSlly1gme3id2qo9j30u01hcql6.jpg,http://wx4.sinaimg.cn/bmiddle/0066JrSlly1gme3icy7gqj30u01hch0u.jpg",0,0,转发,司法,百世快运,新浪微博,北京
2021/3/18 23:06,控告百世快递 关注@正义援助66866 置顶，请有关部门严惩百世快递大连开发区七部恶意拖欠艰难抚养两个弱小女儿的单亲妈妈8个月8万多活命钱！@正义网 @中国妇女报 @物流时代杂志 @百世快运@快递杂志@百世快递 @中国邮政快递报 @大连晚报 @新闻大连 @百世官微 @国家邮政局 @快递杂志 @央视网快看,,http://weibo.com/5596286925/JE1NO289z,百世快运：恭喜@一粒尘沙3210768622 1名用户获得【曹操充值卡】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公示链接：http://t.cn/A65Lbldj,,非敏感,,,,评论,,百世快运,新浪微博,
2021/3/18 23:06,控告百世快递 关注@正义援助66866 置顶，请有关部门严惩百世快递大连开发区七部恶意拖欠艰难抚养两个弱小女儿的单亲妈妈8个月8万多活命钱！@正义网 @中国妇女报 @物流时代杂志 @百世快运@快递杂志@百世快递 @中国邮政快递报 @大连晚报 @新闻大连 @百世官微 @国家邮政局 @快递杂志 @央视网快看,,http://weibo.com/7560037357/K6OnWsfp3,@百世快运#曹操旧衣回收计划#第二季火热进行中！和@百世快运@曹操出行一起，将旧衣捐给流浪基地的小动物，让他们温暖过冬。参与请点击>>http://t.cn/A6q14fYE 。在此，快运呼吁大家科学养宠，以领养代替购买，不离不弃。转发本条微博，并@ 一位好友，1月20日抽一位温暖大使，送100元曹操充值卡。快转发起来吧，给自己一次好运的机会，给毛孩子们一个温暖的冬天。@重庆浙商爱心基金会 @重庆小动物保护协会 @杭州流浪动物救助基地 @微博抽奖平台 http://t.cn/A65L4oRd,恒星大法台,敏感,"http://wx3.sinaimg.cn/bmiddle/0066JrSlly1gme3i6i640j30u01hc4g8.jpg,http://wx4.sinaimg.cn/bmiddle/0066JrSlly1gme3i6h4iij30u01hcwua.jpg,http://wx3.sinaimg.cn/bmiddle/0066JrSlly1gme3i6f7jrj30u01hc17i.jpg,http://wx4.sinaimg.cn/bmiddle/0066JrSlly1gme3i6foyqj30u01hcasl.jpg,http://wx3.sinaimg.cn/bmiddle/0066JrSlly1gme3i97kecj30mi0u04ae.jpg,http://wx3.sinaimg.cn/bmiddle/0066JrSlly1gme3ictp4kj30u01hcto3.jpg,http://wx1.sinaimg.cn/bmiddle/0066JrSlly1gme3icu1yhj30u01hcdw7.jpg,http://wx1.sinaimg.cn/bmiddle/0066JrSlly1gme3id2qo9j30u01hcql6.jpg,http://wx4.sinaimg.cn/bmiddle/0066JrSlly1gme3icy7gqj30u01hch0u.jpg",0,0,转发,司法,百世快运,新浪微博,北京
2021/3/18 23:06,控告百世快递！ 关注@正义援助66866 置顶，请有关部门严惩百世快递大连开发区七部恶意拖欠艰难抚养两个弱小女儿的单亲妈妈8个月8万多活命钱！@正义网 @中国妇女报 @物流时代杂志 @百世快运@快递杂志@百世快递 @中国邮政快递报 @大连晚报 @新闻大连 @百世官微 @国家邮政局 @快递杂志 @央视网快看,,http://weibo.com/7560037357/K6OnOaQpN,@百世快运#春节# 愿新年，胜旧年！,恒星大法台,敏感,http://wx3.sinaimg.cn/thumbnail/0066JrSlly1gnjbjd244vj30u01hcnpd.jpg,0,0,转发,司法 政务,百世快运,新浪微博,北京
2021/3/18 23:06,控告百世快递 关注@正义援助66866 置顶，请有关部门严惩百世快递大连开发区七部恶意拖欠艰难抚养两个弱小女儿的单亲妈妈8个月8万多活命钱！@正义网 @中国妇女报 @物流时代杂志 @百世快运@快递杂志@百世快递 @中国邮政快递报 @大连晚报 @新闻大连 @百世官微 @国家邮政局 @快递杂志 @央视网快看,,http://weibo.com/7560037357/K6OnHqhfT,@百世快运#春节# 愿新年，胜旧年！,恒星大法台,敏感,http://wx3.sinaimg.cn/thumbnail/0066JrSlly1gnjbjd244vj30u01hcnpd.jpg,0,0,转发,司法 政务,百世快运,新浪微博,北京
2021/3/18 23:04,当你要准备构建一个网站，应该要思考哪些问题？,东京都1.1千位关注者[EmpoweringSmarterLives|口一力>=、-Anker才[SoundcoreK「Eufy日本展围， 如何思考？TDSunny行世界 恭喜，域名回购咨询服务费支付成功！看最新进展 产品内容产品名称量达弹年网优速价格fp城名1年0元￥9.00青城名列表,http://mp.weixin.qq.com/s?src=11&timestamp=1616080124&ver=2954&signature=u3rKpQbFhaNocoO64667MqHqaAlV75mntzmFxQV5S*-JY0UWEDeLZe-hZcRJR9qOXspFWjeVsIRlC99aLkZFz0PGv40K623URHvUT5jl9oSbGIOBZD0Q*W8OUolDKgMD&new=1,,,非敏感,,,,,其他,优速,微信,广东
2021/3/18 22:58,广州到天柱物流公司,欢迎新老客户来电洽谈业务，服务永无止境。新品牌聚盟、运派、传化物流联盟等相继起网，老牌企业三志物流、德坤等加速，开始新一轮跑马圈地，同时可以看到，德坤、聚盟的，意味着大票零担市场得到了资本的关注，这个小散乱市场的整合者终于等到了他们的机会，这也进一步说明了区域网络和大票零担**整合加速，目前来看，区域网络方面壹米滴答做的很成功，有很多平台效仿壹米滴答，,https://www.isso.com.cn/inews/aeoga-5864315-3738654.html,,,非敏感,,,,,其他,壹米,易索资讯,浙江
2021/3/18 22:58,【榜样】十年快递老兵，从0做到日均出货量40吨+！,老鬼邀您阅前思考优速老兵，热血依旧。来源：优速伙伴作者：原文标题《十年优速老兵，他是如何一步步从0做到日均出货量40T+的？,http://mp.weixin.qq.com/s?__biz=MzA4MTMwODg3MQ==&mid=2650414299&idx=4&sn=7403714ecb998dbbb081a081cd188fb8&scene=0,,,非敏感,,,,,其他,"壹米,优速",微信,广东
